Course	Room	Teacher	Time	Students
276	25	149	12	46 182 203 217 338 410 475 647 649 696 781 787 831 878 983 1043 1087 1110 1115 1203 1264 1298
283	4	44	12	140 166 259 299 340 413 485 487 521 585 648 686 721 874 891 977 1019 1097 1122 1153 1210 1262
296	25	54	3	39 51 96 193 224 452 475 535 568 631 700 850 865 899 911 953 980 992 1191 1229 1293 1295
7	27	7	8	14 41 61 109 155 255 366 476 498 571 606 751 801 844 898 962 994 1030 1192 1215 1246
35	27	89	6	18 152 185 221 279 287 341 360 417 755 780 801 893 1026 1079 1118 1198 1263 1274 1280 1296
54	25	82	8	42 97 156 237 245 310 333 437 445 475 623 762 833 866 884 918 922 955 1063 1186 1193
67	4	138	8	115 170 171 172 181 208 312 343 435 466 531 683 982 1076 1092 1177 1181 1198 1219 1230 1236
83	6	142	12	51 152 190 214 252 285 374 395 439 512 574 644 709 748 870 913 936 1009 1029 1272 1292
98	11	87	12	120 225 228 264 301 420 466 537 614 633 680 700 822 830 862 919 939 1006 1099 1256 1271
132	25	64	1	16 41 75 287 314 366 430 471 649 652 667 701 825 872 881 945 969 1022 1031 1036 1194
136	30	117	12	10 47 72 149 175 318 376 431 474 476 564 630 848 868 879 1023 1084 1108 1189 1213
195	6	45	10	101 222 323 454 530 704 714 727 751 793 833 889 959 961 1058 1124 1150 1202 1206 1254 1257
215	4	107	11	134 138 174 300 302 320 374 418 458 518 605 720 746 778 798 840 944 961 964 967 1292
231	25	16	9	187 192 243 330 488 502 559 650 698 715 792 814 910 942 951 1066 1176 1183 1212 1269 1281
263	6	54	11	52 67 77 113 155 200 259 292 299 457 469 493 845 898 1072 1077 1079 1101 1145 1237 1242
264	4	125	3	57 78 119 174 181 201 246 290 316 382 419 433 458 480 723 935 1036 1060 1221 1234 1299
300	11	48	2	14 16 51 69 82 105 110 121 148 184 206 240 512 544 560 696 845 907 1091 1223 1233
14	6	77	8	71 117 257 313 364 473 536 556 605 669 699 756 883 1025 1039 1250 1265 1282 1286
21	25	63	6	400 549 639 651 661 743 806 853 901 939 985 997 1000 1004 1163 1175 1244 1275 1277 1292
31	4	101	6	6 56 111 191 194 364 415 468 476 541 629 840 900 947 1003 1141 1146 1191 1225 1239
37	4	7	7	1 19 123 226 255 364 367 477 641 653 776 899 965 970 988 1046 1121 1205 1238
84	6	32	6	75 110 135 234 274 346 406 474 496 557 572 573 615 623 657 710 1050 1073 1137 1245
92	11	20	10	111 134 248 254 313 319 424 453 458 486 609 691 732 774 841 929 983 1112 1148 1256
96	11	65	6	23 106 147 280 345 421 516 575 603 640 653 722 728 763 891 913 1140 1188 1241 1282
112	30	38	6	2 26 219 250 270 320 340 644 684 730 803 882 928 958 1024 1074 1081 1129 1174 1224
130	24	21	6	53 65 98 154 290 292 304 503 520 633 825 908 926 995 1063 1128 1135 1240 1259
138	4	28	4	146 255 285 393 408 475 618 658 663 673 696 711 735 837 920 1001 1026 1271 1272
146	4	104	9	1 84 159 176 353 418 466 472 481 489 632 735 985 997 1033 1187 1206 1258 1260
151	4	139	1	102 172 215 226 537 596 858 895 943 947 963 1002 1064 1107 1114 1148 1169 1170 1173 1219
179	11	21	11	16 66 91 185 216 319 449 591 626 660 701 907 942 954 984 1038 1069 1202 1212 1221
190	24	30	12	58 96 207 210 211 396 445 559 562 689 703 843 900 901 925 969 1151 1216 1237
230	6	12	7	40 100 130 137 282 338 362 390 427 589 606 635 813 851 945 1085 1117 1227 1248 1284
248	6	122	4	36 71 279 352 353 370 401 489 530 534 601 642 722 751 758 798 829 919 1020 1119
249	30	13	2	96 183 293 377 504 590 648 716 730 754 762 796 917 931 934 965 993 1130 1135 1158
262	24	76	2	202 243 257 301 343 402 551 605 647 725 855 897 932 982 1016 1046 1089 1124 1300
267	6	129	3	156 189 359 495 608 654 660 686 736 766 849 872 903 910 1046 1175 1199 1204 1241 1285
287	11	46	8	10 83 142 325 412 430 586 597 621 776 783 818 829 839 874 899 925 927 1180 1212
290	7	47	6	11 57 104 141 333 479 498 567 725 793 798 820 833 839 847 902 950 998 1043 1139
294	30	136	8	60 104 225 323 403 429 564 637 646 744 769 821 846 938 950 1037 1137 1176 1275 1281
61	11	29	3	12 60 110 130 152 176 294 309 448 477 838 968 1059 1070 1126 1138 1151 1207 1298
80	24	113	8	69 90 95 179 332 356 416 469 566 569 599 631 695 749 949 1113 1139 1145 1280
99	30	39	10	26 45 60 100 125 251 331 545 585 630 647 688 767 918 919 927 1014 1087
116	30	101	11	32 92 167 239 241 400 554 654 667 698 760 827 899 1147 1170 1195 1245 1299
131	11	11	4	162 177 276 334 376 547 566 730 739 765 771 870 959 966 1064 1069 1193
152	7	58	8	37 192 220 375 396 417 518 554 613 687 777 893 906 965 1077 1171 1179 1204 1244
154	7	3	12	270 348 435 455 465 570 584 694 706 753 799 835 846 962 1136 1191 1211 1254
157	6	43	1	21 124 165 200 272 309 416 422 423 477 541 599 666 691 700 739 746 824 1113
194	15	39	8	13 133 206 297 338 392 632 726 768 803 863 889 940 1053 1086 1093 1221 1290
200	24	81	5	76 98 195 223 394 401 506 603 737 747 753 758 805 831 852 860 871 1187 1207
207	15	79	12	177 180 443 457 546 676 780 877 893 1011 1015 1020 1031 1062 1128 1144 1233 1283
208	11	12	1	28 336 357 382 386 410 438 535 603 627 675 822 844 847 958 1092 1095 1156 1191
221	30	45	1	130 144 218 288 370 384 480 571 647 664 803 830 860 953 999 1041 1157 1278
226	24	85	1	1 212 268 426 455 521 528 645 673 735 855 934 1115 1140 1230 1252 1253 1299
233	11	145	7	60 80 86 173 205 219 239 397 485 567 582 786 834 857 864 866 1035 1080 1119
240	30	74	7	7 15 66 128 305 399 790 849 854 974 1022 1029 1109 1212 1250 1251 1257 1274 1293
273	26	120	8	35 112 120 184 186 228 301 352 354 382 579 614 616 665 724 817 924 930 1184
298	30	33	3	24 89 125 142 305 367 393 424 597 662 806 827 836 861 1027 1102 1131 1238
8	6	55	9	106 222 223 363 461 523 628 640 681 762 807 824 862 923 1026 1205 1237 1276
10	30	83	4	21 193 247 256 339 430 501 625 679 761 791 828 859 908 946 983 1084 1142
19	7	22	5	4 36 45 165 228 239 420 512 775 779 977 1012 1058 1082 1141 1194 1251
23	15	86	5	47 78 172 313 381 434 507 656 682 703 784 791 998 1056 1087 1154 1159 1214
29	8	75	8	49 148 222 306 380 451 548 592 628 652 689 785 964 1034 1078 1167 1234 1258
34	12	27	8	421 593 598 696 734 761 804 826 827 894 896 998 1047 1075 1164 1206 1273
42	7	51	1	111 139 174 195 209 429 489 540 558 628 641 1042 1190 1242 1248
44	7	71	2	48 204 283 347 373 394 722 801 869 944 987 1005 1035 1105 1129 1187 1231 1291
45	24	67	11	22 144 147 180 294 354 499 533 672 812 873 997 1020 1112 1182 1223 1235 1291
47	26	97	12	231 339 378 438 601 622 624 625 639 858 861 971 974 985 992 1054 1129 1273
53	24	127	10	211 266 317 347 398 457 502 619 636 758 799 835 880 901 909 1019 1047 1241
103	7	78	10	14 25 73 92 145 191 233 235 555 556 566 669 736 750 829 956 1280
105	24	11	7	132 149 162 206 254 273 416 584 684 710 835 878 935 940 1004 1104 1151 1177
107	24	81	4	143 293 294 440 528 574 600 641 714 736 898 952 978 989 1033 1105 1238
109	11	150	9	203 250 326 442 524 631 671 818 874 875 949 959 1070 1118 1142 1214 1256 1272
113	24	74	3	16 53 134 282 489 533 572 670 709 749 750 853 909 956 985 1010 1200
125	7	135	4	121 129 187 235 252 332 428 529 545 729 753 784 865 904 1028 1066 1190 1197
137	15	94	6	131 183 224 267 337 388 395 398 401 452 491 494 822 863 883 982 1152 1266
143	7	105	7	91 256 295 300 413 433 438 524 551 566 750 759 812 930 936 1027 1146
148	30	15	9	25 307 433 473 500 510 528 581 613 678 680 779 851 854 858 1267 1278
153	15	139	7	27 73 85 158 248 336 385 465 525 626 775 876 929 995 1115 1145 1197 1296
166	15	144	10	22 42 88 617 635 675 693 705 745 808 831 865 947 969 1091 1147 1214 1217
172	26	62	7	224 233 259 327 391 398 559 577 648 690 702 719 739 918 964 1054 1242 1272
173	8	87	7	58 84 207 382 462 506 558 592 677 949 1026 1042 1064 1108 1111 1112 1120 1153
181	15	6	2	25 43 77 178 210 514 697 841 853 912 968 977 1022 1037 1116 1131 1167 1188
191	26	10	2	79 100 104 276 289 406 485 537 622 660 685 781 802 996 1085 1098 1106 1177
193	8	30	2	89 279 389 425 492 542 635 642 671 799 832 881 988 1002 1039 1117 1179
197	12	51	7	35 81 197 201 250 304 353 627 633 714 781 862 898 1001 1100 1139 1181 1203
201	12	42	2	71 268 324 396 557 584 670 721 737 741 760 763 949 1031 1216 1253 1257
209	26	112	5	108 221 407 414 445 518 550 577 606 681 770 909 1008 1028 1060 1166 1215
218	7	134	3	2 162 256 287 384 468 669 747 859 885 889 937 1061 1099 1181 1244 1274 1294
222	7	145	11	12 23 170 178 232 326 328 359 392 498 506 742 810 970 1046 1081 1150 1222
225	8	140	12	22 195 221 246 419 472 588 611 683 847 922 941 1025 1141 1195 1238 1300
238	12	91	12	19 50 160 248 307 402 451 461 697 728 839 945 981 1061 1094 1148 1169 1244
239	15	26	1	33 34 201 234 291 307 315 359 412 529 688 740 743 775 964 1073 1147 1294
257	26	109	6	58 109 129 176 319 370 397 413 428 524 865 897 1102 1111 1142 1166 1252 1269
295	22	47	8	5 21 118 203 265 539 602 625 786 832 957 1071 1102 1127 1165 1195 1261 1283
26	8	14	5	126 146 220 264 275 391 504 716 768 808 836 846 912 939 1037 1258 1282
33	15	117	11	103 118 127 212 441 495 519 522 620 707 785 890 986 1016 1029 1183 1295
39	24	116	9	107 276 284 304 321 434 459 621 638 668 838 1143 1150 1266 1279 1292 1297
46	22	73	2	106 219 295 348 481 482 526 963 1025 1038 1059 1078 1083 1104 1134 1149 1235
51	17	77	2	230 310 367 487 543 563 586 594 710 892 923 1018 1075 1084 1132 1226 1276
74	1	141	2	40 205 236 428 479 509 522 561 588 797 820 990 1051 1119 1161 1176 1217
78	26	36	1	3 6 87 166 207 345 365 392 424 490 773 789 928 1027 1052 1130 1180
88	15	26	3	3 7 61 122 218 277 281 388 450 469 511 754 826 1011 1097 1110 1216
95	7	93	9	167 425 440 529 554 636 770 844 879 981 1054 1089 1140 1170 1200 1220
108	15	131	9	269 491 570 607 634 776 837 884 1124 1137 1163 1185 1193 1229 1263
110	22	65	12	6 38 240 282 336 510 607 615 797 812 838 852 880 1192 1253 1260 1282
126	26	1	3	21 227 278 390 523 562 598 819 920 1004 1032 1038 1049 1117 1144 1255 1257
127	8	108	3	9 23 296 317 422 481 600 745 760 931 944 1021 1058 1109 1142 1222
133	8	86	6	5 32 54 94 128 195 299 314 342 363 536 565 659 672 1010 1091 1182
140	15	61	4	37 78 79 140 150 175 491 621 704 742 764 783 887 901 934 1165 1239
144	26	61	9	31 34 62 65 88 90 355 361 572 600 639 665 677 772 1048 1117 1172
167	26	63	4	48 107 138 218 270 335 502 504 521 559 676 769 939 948 1222 1236 1274
171	26	53	11	153 154 334 408 415 439 486 515 535 565 575 851 902 915 1225 1246
184	12	130	6	70 107 374 436 558 578 724 729 735 783 912 976 1098 1161 1177 1207
187	12	110	3	81 160 349 360 380 453 479 505 509 585 744 782 840 886 975 1008 1265
188	8	91	4	85 243 496 578 591 597 724 725 875 893 962 982 986 1018 1035 1040 1106
216	22	6	6	326 437 555 561 614 662 705 734 761 773 813 868 973 1048 1056 1208 1254
227	17	35	6	22 85 188 218 295 420 518 553 563 569 767 848 1088 1149 1157 1228
228	1	76	6	73 229 273 329 380 403 539 663 779 787 832 896 904 1001 1013 1133 1184
237	22	99	3	242 427 451 507 591 592 604 657 719 855 892 948 1085 1130 1167 1168 1284
242	8	23	11	45 47 86 182 188 445 531 632 637 638 649 836 844 880 904 1285
252	2	49	2	57 76 108 116 181 274 488 626 828 856 882 962 1034 1041 1114 1146
254	12	149	4	64 102 157 196 267 407 594 698 821 969 971 1008 1048 1157 1180 1196 1210
259	8	4	9	20 177 242 245 312 366 507 517 519 527 693 777 785 927 928 1240 1290
260	22	88	4	87 209 216 269 381 409 435 620 632 656 674 723 787 917 990 1016
266	8	25	1	8 35 82 125 129 151 230 564 598 676 809 815 960 1043 1083 1155 1160
281	12	2	11	17 59 192 386 390 624 704 788 808 876 882 946 1023 1036 1047 1290
282	17	57	8	50 68 194 254 280 283 443 568 595 740 1067 1082 1094 1114 1233 1237 1253
286	26	136	10	64 76 161 367 444 471 534 686 687 730 771 816 860 871 910 1053 1223
297	22	79	7	168 191 198 216 298 409 607 671 674 806 809 817 846 848 991 1041 1286
2	17	37	7	165 232 277 285 415 523 564 580 588 599 724 824 888 947 1223
4	1	40	7	12 18 20 95 247 252 377 467 487 513 538 548 959 1122 1180 1236
6	12	133	9	14 56 58 347 423 512 536 549 616 774 868 877 1100 1116 1219
15	22	121	11	35 85 119 159 274 303 330 442 553 693 784 842 1006 1032 1052 1193
22	12	75	5	75 189 203 271 318 469 536 590 699 781 855 886 933 1134 1202 1222
55	17	133	11	48 251 275 332 403 412 525 527 584 588 793 824 895 980 1171 1213
73	17	72	3	93 94 113 188 431 498 545 569 623 690 805 848 1053 1074 1079 1152
122	17	106	12	39 126 161 321 394 522 523 602 628 659 664 674 707 1140 1249 1259
141	8	94	10	132 146 273 284 298 350 517 567 603 843 872 1078 1093 1243 1260
145	22	69	9	29 108 163 193 251 344 493 580 629 649 796 859 934 972 1045 1246
147	1	37	8	17 139 154 169 190 284 464 499 508 791 888 967 1061 1143 1225 1229
150	2	60	8	44 163 384 386 442 487 520 526 547 573 590 816 828 912 1252 1297
162	17	100	9	27 68 74 264 291 515 561 577 667 916 920 973 1031 1071 1159 1166
186	1	89	9	5 168 247 339 392 551 601 618 675 728 752 869 960 1171 1284
204	22	10	5	24 80 115 261 293 350 446 552 602 719 778 963 1013 1279 1298
220	17	93	5	120 170 244 324 330 364 422 571 575 720 968 970 1088 1090 1129 1163
241	2	124	6	29 142 209 356 407 473 509 552 612 627 845 866 885 1032 1287 1300
243	2	126	9	86 220 280 358 458 533 598 623 755 795 1018 1020 1081 1103 1268
250	14	126	2	28 187 278 282 286 426 601 727 823 826 886 941 942 1014 1052 1199
251	1	123	11	98 181 266 385 472 540 587 609 817 925 1042 1210 1277 1283 1289
256	1	130	5	11 32 39 52 69 81 97 216 241 346 393 581 687 733 1039 1054
268	1	123	3	137 253 325 351 732 751 761 864 874 941 943 961 1006 1113 1213
271	12	107	1	4 64 97 105 112 242 342 447 465 483 516 640 1086 1229 1269
277	12	132	10	38 48 158 189 357 477 529 644 679 690 885 967 993 1127 1160 1201
279	14	46	9	43 208 308 322 332 405 480 513 543 563 644 871 1022 1133 1248
284	2	34	11	18 74 151 217 230 252 290 331 699 705 786 905 911 1160 1214 1288
3	1	90	12	172 249 327 358 385 478 490 503 663 733 834 996 1188 1200
30	22	72	10	55 68 269 318 329 500 572 627 694 733 823 859 873 1113 1135
32	17	28	10	20 34 49 240 258 532 557 643 913 916 930 1232 1269
62	1	150	10	3 61 72 271 281 578 642 658 948 1083 1098 1107 1123 1161 1192
64	14	8	11	455 464 470 513 612 691 712 758 818 923 1165 1167 1190 1224
65	22	1	1	40 164 194 231 246 260 597 888 918 1029 1040 1047 1058 1081 1210
81	17	41	1	91 328 368 467 508 519 682 714 774 946 974 1062 1077 1178
94	2	102	3	70 446 508 617 618 711 772 875 907 921 990 1067 1093 1231
97	2	129	7	120 153 157 163 270 276 297 460 492 839 1050 1172 1243 1260
117	2	43	10	164 231 441 463 549 550 561 615 661 692 699 748 1004 1101 1185
119	20	83	9	132 156 161 266 286 302 343 384 541 544 547 726 1184
120	1	17	1	30 137 149 264 362 702 734 794 967 981 1053 1069 1074 1162 1261
160	2	5	5	9 43 89 111 464 511 652 693 765 823 842 843 1011 1149 1247
178	29	119	9	401 402 525 593 684 768 806 836 937 1030 1067 1148 1175 1252
183	14	49	5	25 26 444 459 497 503 513 604 725 1104 1218 1239 1261 1264
192	20	80	11	139 173 257 351 393 423 428 571 574 685 790 802 816 935 1114
205	29	115	11	30 43 308 492 538 636 678 716 749 879 889 1055 1096 1206 1240
214	14	137	8	81 106 327 486 544 638 657 746 987 995 1065 1083 1106 1245 1276
229	14	36	3	66 266 406 443 527 607 789 834 841 1041 1124 1194 1211 1281
235	17	4	4	56 99 199 302 305 375 443 451 926 973 1023 1036 1088 1208 1288
261	2	24	12	8 171 198 329 365 456 539 542 620 854 1007 1017 1176 1246
278	20	125	2	155 171 208 374 505 655 677 745 755 831 870 1055 1121 1195 1215
9	14	110	6	33 86 143 334 550 580 678 683 689 881 984 1015 1205
16	20	148	6	28 119 227 293 379 486 718 786 814 830 842 1069 1164
50	14	114	10	82 121 410 488 504 514 637 655 702 780 866 937 958
52	20	73	5	17 33 34 243 341 355 453 565 739 863 921 1133 1190 1226
59	20	66	8	88 131 167 260 346 388 460 482 530 560 709 834 871
71	2	134	1	54 606 770 894 904 916 938 984 987 991 1012 1286 1296
79	20	53	10	118 141 215 249 255 338 365 418 662 670 867 1211 1278 1279
85	14	143	12	131 145 215 300 462 484 720 776 864 908 1032 1095 1265 1270
90	29	106	10	109 167 228 385 425 501 648 666 681 975 1028 1105 1182 1251
91	23	31	10	119 179 429 527 533 589 651 660 1018 1021 1023 1075 1179
111	20	128	12	93 308 389 432 555 807 811 897 916 1010 1080 1217 1250 1261
114	29	105	12	116 377 422 447 905 960 980 986 1001 1030 1090 1125 1266
139	14	58	7	182 314 368 496 516 532 767 800 810 971 1147 1159 1209
156	29	18	6	50 241 289 354 361 414 515 528 707 771 856 933 948 1125
158	29	113	2	64 239 342 356 545 645 759 794 807 818 978 1189 1286
169	20	68	3	182 192 236 303 304 409 822 883 940 950 973 1173 1232
206	23	57	9	4 63 173 200 294 303 383 643 782 945 1121 1125 1207
210	23	9	6	175 223 262 309 521 535 613 626 697 812 857 936 1011 1105
223	1	97	4	70 123 130 245 297 317 331 361 553 694 721 816 1000 1073
224	23	112	2	37 265 354 434 565 611 636 641 709 765 924 981 1076
245	18	68	10	50 188 230 261 341 493 581 672 762 811 1094 1102 1108 1228
253	20	38	7	53 138 180 286 514 569 574 731 892 895 1007 1168 1278
292	18	50	9	53 118 123 263 277 305 453 612 646 658 808 1021 1096 1249
299	18	48	6	164 169 371 383 387 432 478 485 675 711 911 1033 1065 1226
13	18	114	2	55 56 158 232 449 748 890 951 958 1170 1186 1225
25	10	8	6	19 134 225 245 358 411 511 673 732 794 1002 1009 1295
41	2	121	4	281 349 360 362 484 492 653 854 903 1086 1120 1213 1290
43	29	103	8	202 211 285 342 454 514 532 581 788 890 935 1002 1196
49	10	111	9	244 329 432 467 470 499 590 595 624 867 1040 1153
75	14	41	4	198 258 426 551 684 731 737 773 940 988 1056 1110 1139
86	10	14	2	261 263 326 335 452 738 922 953 1019 1049 1209 1281
87	23	96	8	28 29 144 213 587 608 656 747 805 914 971 1201 1271
89	14	92	1	15 68 113 142 214 420 452 546 653 717 879 998 1057
134	20	13	4	8 166 292 316 386 495 579 596 692 999 1024 1164 1293
155	29	84	4	52 115 127 238 544 651 697 968 1003 1012 1209 1220 1300
202	3	17	9	39 210 241 362 436 503 520 579 657 800 872 1003 1293
217	29	85	3	109 145 291 488 497 582 599 661 796 877 954 1169 1218
232	28	56	9	49 80 82 140 265 311 482 695 713 1037 1158 1239 1255
234	20	119	1	95 103 148 159 221 373 619 708 723 908 1112 1181
255	23	27	3	15 77 157 214 302 335 496 501 668 671 798 1161 1256
275	23	88	12	174 186 258 317 357 411 534 548 577 695 1035 1132 1251
280	3	132	6	36 62 103 404 405 631 757 817 826 999 1159 1199
293	29	90	5	168 206 212 222 461 555 622 683 738 887 914 1059 1235
27	18	62	3	179 209 436 461 611 688 742 1092 1111 1132 1243
48	10	22	10	87 139 226 244 483 738 772 778 800 850 1233
57	23	118	11	87 101 227 309 580 738 814 815 952 979 1270 1273
82	10	35	3	95 170 324 328 411 474 583 589 906 1121 1143 1247
101	29	15	1	202 208 283 651 680 800 1060 1101 1192 1209 1245 1259
104	29	70	7	29 325 404 594 766 782 861 881 922 1103 1165 1268
115	23	67	7	71 98 199 238 448 543 562 694 788 847 1141
123	23	19	5	102 113 196 256 340 713 961 1076 1080 1103 1116 1234
128	18	137	5	83 140 237 314 389 757 875 878 1064 1131 1262 1270
168	23	44	4	61 94 128 371 447 462 517 740 767 884 1171 1221
175	18	84	12	91 112 260 328 579 586 777 1182 1186 1197
177	18	29	11	281 444 771 783 805 943 974 996 1025 1127 1137 1255
180	10	95	12	32 253 316 345 397 406 520 538 666 827 1013 1100
182	3	104	2	101 157 275 307 365 463 690 733 842 933 1013 1071
213	18	146	4	13 44 288 629 700 703 717 819 894 1099 1109 1270
258	10	64	5	15 38 62 311 680 705 807 926 1066 1072 1099 1183
291	3	122	10	31 62 153 217 339 369 376 479 540 1008 1077 1204
20	23	42	1	163 344 506 677 707 718 744 780 1187 1201 1224
36	3	40	12	75 283 375 460 553 655 886 896 993 1164 1296
56	18	102	1	254 376 784 873 897 900 925 926 1024 1175 1288
70	5	108	9	24 92 190 288 368 483 721 750 820 989 1093
76	3	78	5	112 114 166 213 262 300 387 449 810 1095 1107
93	10	3	4	397 438 576 849 915 921 924 930 979 1044 1198
174	18	144	7	51 99 144 303 337 383 505 650 729 769 931
212	10	59	1	146 233 380 538 570 616 654 882 1014 1203
118	28	9	2	197 400 596 791 792 921 950 972 992 1050
124	10	118	7	235 534 732 745 856 928 937 1135 1271 1291
149	3	31	4	10 41 273 446 525 556 691 931 1152 1194
165	5	116	2	17 42 65 659 715 778 840 1157 1254
274	28	24	5	296 321 421 547 640 658 752 813 890
60	10	138	11	46 150 459 668 795 932 1085 1231
11	28	19	4	220 312 593 633 637 841 1078
72	3	96	11	160 235 396 463 507 645 1088
