Course	Room	Teacher	Time	Students
11	22	242	7	51 245 281 291 323 488 552 926 1038
15	36	151	2	91 396 663 785 950 986 1251 1375 1390 1463
19	92	243	8	77 154 162 183 395 497 538 667 871 1132
42	100	238	4	103 126 147 252 417 423 642 675 920 1090
49	33	269	4	156 170 266 545 633 714 798 872 1038 1412
56	19	178	1	237 433 487 598 820 1056 1100 1222 1346 1468
61	22	149	1	10 13 28 178 528 756 1342 1406 1419 1438
62	92	170	7	62 82 114 243 387 544 952 1292 1355
66	61	239	4	60 159 184 285 403 528 585 715 891 1447
68	39	175	4	43 145 255 415 624 697 852 1196 1254 1494
98	19	186	6	293 300 416 420 584 594 801 1007 1086 1402
99	19	217	2	7 200 236 287 308 327 530 605 914 1333
112	100	151	8	57 146 169 450 812 918 1245 1372 1375 1404
119	22	257	6	436 513 724 922 1083 1131 1135 1405 1471 1491
133	22	26	2	72 303 399 490 878 1011 1059 1159 1199 1483
157	92	160	2	3 38 96 279 520 627 720 883 1315
169	100	218	2	78 230 275 555 628 871 925 1126 1127 1373
180	100	251	7	203 268 332 663 730 870 885 887 1301 1467
187	92	104	1	61 431 479 660 757 837 912 1155 1235 1264
188	33	260	8	52 72 86 114 221 290 408 1186 1387
191	33	232	2	442 524 666 736 768 875 1166 1332 1383
193	61	69	2	457 578 809 911 1123 1168 1307 1421
218	92	54	6	90 398 486 601 666 773 1087 1165 1493
220	100	170	6	403 460 570 572 609 636 1074 1095 1140 1487
221	61	139	8	298 486 594 895 901 1001 1171 1216 1432
223	92	179	3	22 88 304 719 1005 1006 1018 1318 1478 1489
227	61	108	5	56 322 469 749 970 1161 1185 1342 1440 1451
239	100	148	3	445 577 680 868 954 972 1103 1384 1492
240	48	173	4	302 349 391 556 882 900 1112 1389 1438
241	39	84	5	9 170 462 792 853 946 1098 1143 1153 1411
258	33	201	7	5 43 386 578 776 873 915 1073 1454
268	100	72	1	69 320 324 383 453 623 720 900 1169 1360
270	48	250	5	40 47 69 153 219 515 582 608 1370 1373
276	33	199	6	83 109 208 551 658 683 1005 1113 1345
278	33	106	1	147 248 621 650 730 760 880 1227 1371 1396
289	33	46	3	65 141 206 322 602 614 670 705 1237
291	61	107	6	50 310 491 598 698 823 851 874 1034 1321
295	39	206	2	73 163 786 862 866 879 935 941 942 1356
303	48	70	2	179 246 339 655 788 800 873 912 1164
320	5	44	2	263 282 463 580 701 847 1056 1466 1500
321	39	277	6	277 289 304 626 833 1118 1183 1184 1326 1494
329	39	217	8	194 343 658 830 979 988 997 1084 1279 1380
331	61	126	1	105 361 414 521 687 886 921 1166 1426 1430
334	61	101	3	6 78 82 355 667 668 1045 1150 1155 1452
353	48	255	8	10 224 270 440 616 1032 1211 1269 1454 1484
355	70	7	2	49 259 504 546 741 749 1071 1214 1324 1490
357	61	119	7	80 142 321 371 450 699 898 1187 1189 1471
358	39	234	7	31 487 491 736 984 1124 1204 1238 1458
361	39	90	3	30 280 318 454 488 504 793 874 1185 1311
365	48	7	6	152 153 225 334 713 779 859 868 1441 1467
382	5	164	6	174 181 290 689 750 886 946 1013 1031 1408
386	5	259	8	32 211 648 664 836 905 1228 1347 1371
401	48	138	7	117 174 805 860 955 1042 1098 1129 1277 1321
410	39	146	1	5 171 336 564 825 970 1049 1398 1486
420	48	247	1	37 186 229 424 705 739 788 1033
443	70	26	6	58 168 205 427 615 652 882 977 1138
444	42	50	6	37 202 276 396 992 1126 1341 1431 1458
446	5	138	1	100 155 184 286 302 390 532 1332
466	46	53	6	39 124 140 849 865 915 1029 1096 1142 1343
472	42	286	2	22 145 641 726 957 1154 1188 1264 1419
474	5	2	4	149 193 265 404 464 711 1068 1143 1435
486	48	155	3	167 180 414 618 676 787 818 931 1321 1368
495	5	124	3	99 106 226 519 712 736 940 1151 1168
515	5	99	7	151 185 405 406 775 780 943 1030 1289
523	5	268	5	81 319 326 359 523 560 770 1006 1059 1372
526	70	62	8	15 189 367 449 682 1025 1129 1348 1379 1409
531	70	271	3	4 261 674 772 905 1014 1146 1447 1485
533	42	188	3	215 284 313 356 870 1012 1242 1302 1425
535	70	52	5	98 334 532 941 974 1049 1174 1187 1254
539	46	42	2	53 348 390 874 910 1024 1131 1472
562	95	228	2	219 351 585 808 938 1039 1161 1189 1329
572	42	132	8	111 257 302 465 652 714 1036 1281 1416
577	46	180	3	31 648 774 968 1180 1319 1340 1352 1381
583	32	195	2	205 210 612 717 775 979 1061 1230 1296 1353
594	20	201	2	97 132 224 619 669 1033 1255 1312 1393
596	46	298	8	170 268 342 547 729 1018 1168 1182 1251
597	95	76	6	455 530 554 665 739 786 964 1106 1144 1492
4	70	33	7	33 654 747 766 1040 1162 1203 1220
6	95	274	8	56 84 251 426 762 843 1045 1229 1335
20	70	240	1	188 371 411 549 576 956 1252 1260 1336
26	95	68	3	153 254 490 1181 1229 1245 1456 1495
30	42	64	7	231 363 414 666 818 942 1157 1437
45	46	226	7	9 60 369 425 466 754 879 1182 1399
57	42	211	5	64 258 351 447 500 911 1176 1389 1498
58	32	113	6	17 751 876 899 1157 1197 1254 1496
59	42	203	1	68 221 534 626 811 973 1259 1476
65	20	248	6	6 102 389 578 960 1205 1234 1426 1439
67	99	9	2	558 561 583 681 943 1019 1112 1203
69	32	229	8	116 176 461 651 774 1022 1108 1221 1413
87	95	108	7	319 542 771 994 1116 1134 1357 1374
89	46	175	5	201 282 468 738 789 869 933 1399
91	32	154	3	9 36 721 895 924 982 1029 1193
95	20	55	3	11 25 124 148 339 702 1118 1498
103	95	176	5	450 512 559 618 692 1136 1191 1462 1475
128	59	141	2	188 207 610 760 846 1105 1145 1360 1489
130	99	78	3	448 703 766 1117 1198 1446 1460 1472
142	20	85	8	45 64 565 718 747 930 1265 1400 1420
144	32	282	5	161 205 228 496 744 1213 1361 1364 1444
146	46	280	1	43 79 91 379 567 867 1432 1479
155	99	289	6	89 160 497 593 656 749 1173 1175 1454
160	59	113	3	26 181 337 763 1063 1225 1274 1433
174	32	205	7	175 548 569 626 630 737 1265 1479 1497
175	70	91	4	17 116 346 878 1044 1063 1069 1372
176	20	29	7	11 52 721 813 1081 1242 1279 1302 1311
178	20	34	5	289 380 535 674 755 838 1127 1235 1491
182	68	123	3	93 220 267 476 688 1032 1086 1373 1442
183	42	15	4	113 130 276 455 487 498 507 1014 1392
199	99	67	5	25 405 924 1079 1142 1274 1388 1488
212	95	43	1	98 110 137 157 227 583 616 839 1103
216	32	111	1	71 138 643 657 690 712 967 1220 1348
217	20	232	1	317 370 523 586 740 1054 1080 1207 1329
225	59	16	5	214 610 804 947 1009 1148 1256
233	99	224	1	29 36 176 591 637 1042 1181 1341 1367
244	59	277	1	369 517 787 997 1170 1254 1293 1399 1463
247	58	171	3	509 542 709 1064 1068 1154 1243 1339 1484
255	79	246	3	5 27 38 352 590 1087 1170 1293
256	68	28	5	195 382 584 600 710 799 884 1082 1117
275	73	139	3	116 392 397 429 442 961 1271 1362
281	99	230	7	276 355 678 881 1141 1369 1434 1452
294	68	6	1	246 307 851 855 1048 1053 1058 1287
307	99	70	8	68 428 709 724 771 1133 1303 1323
309	58	162	1	95 217 263 877 1019 1118 1273 1378 1470
312	59	190	6	212 236 323 400 532 564 605 1246 1465
326	65	89	3	44 120 694 850 891 1046 1051 1069 1434
342	68	92	6	163 244 1078 1109 1114 1148 1281 1346 1417
347	46	204	4	47 385 597 616 1095 1183 1244 1419 1486
352	58	59	6	216 418 430 484 543 592 710 1275 1418
368	79	181	6	164 249 273 309 596 603 651 1137 1194
369	73	206	6	54 266 583 606 1038 1042 1376 1394
370	79	244	1	253 520 563 724 728 743 901 1043 1244
411	73	207	1	64 210 249 553 652 769 840 950 1452
423	65	246	6	222 654 827 931 974 1244 1323 1388
445	86	224	6	18 517 588 918 982 1203 1369 1372 1497
448	95	279	4	62 515 543 581 786 848 1191 1312
461	59	196	7	469 531 675 929 1099 1179 1233 1236
464	68	258	7	94 267 640 657 682 745 820 1246 1280
480	68	112	2	365 778 779 945 1028 1043 1221 1450
482	59	237	8	303 503 516 571 932 1174 1396 1414
492	86	25	3	195 211 235 248 308 340 525 1400
493	58	135	7	172 350 601 718 836 919 1034 1144
498	79	121	7	95 389 540 549 644 662 880 1171 1191
499	75	198	3	225 244 589 803 897 1007 1101 1491
501	3	105	3	14 43 133 279 373 521 832 998 1405
503	73	169	7	13 126 131 173 283 364 791 1196
506	68	189	8	434 481 794 819 1085 1145 1146 1367 1478
517	75	6	6	356 422 499 516 544 1003 1241 1342 1447
524	32	177	4	53 99 131 208 606 655 734 843 1400
536	58	20	5	79 128 241 306 346 651 672 1241
545	65	53	7	178 338 505 649 665 959 1108 1344
567	79	253	5	247 300 378 408 628 817 890 1315 1441
573	20	209	4	15 172 533 740 785 1167 1363
584	99	30	4	504 505 696 764 938 1001 1210 1255 1499
593	73	27	5	138 158 617 929 1107 1381 1459
595	3	80	6	26 439 457 485 744 1052 1247 1338
598	58	57	8	488 507 787 882 1027 1041 1200 1340
1	59	291	4	23 132 206 535 791 939 1408
5	50	266	6	342 693 819 944 945 1026 1027 1056
10	10	34	6	240 421 774 878 968 1063 1267 1451
22	86	158	7	26 351 358 561 920 969 1193
24	75	172	7	599 750 804 830 857 1091 1169 1487
28	3	212	7	77 209 310 393 449 695 1084 1409
