Course	Room	Teacher	Time	Students
632	CHSAUD	134	17	342 39 38 34 1058 1139 139 1028 585 453 455 669 68 318 368 386 500 467 461 162 210 957 1039 750 1026 481
192	STOAUD	26	19	273 330 1137 173 1122 320 121 129 417 782 789 65 466 1108 265 268 54 53 1171 827 1024 1167 44 486
412	SHAAUD	27	19	347 710 445 109 555 24 370 511 517 971 1047 496 388 604 500 908 537 824 225 222 152 608 1111 484
454	STOAUD	290	20	294 275 852 815 1056 145 681 89 86 246 615 62 320 661 695 540 123 389 788 1109 1034 1159 1180 1112
549	SHAAUD	77	20	714 445 905 1066 554 232 912 684 372 7 1080 184 12 70 694 414 3 783 1073 288 428 824 1166 471
631	CHSAUD	225	20	196 439 742 147 1005 395 519 518 977 883 208 1045 668 664 697 836 1174 1033 283 261 985 115 159 477
374	SHA410	168	20	715 606 297 738 746 24 393 455 974 973 321 364 381 735 960 1091 877 800 51 302 1039 608 5
618	HLS109	4	20	1064 199 270 527 337 992 377 793 580 1136 11 10 18 413 169 1129 801 1031 306 750 224 1024 724
62	STOAUD	87	22	810 712 710 522 137 379 395 241 884 929 1011 418 832 833 1102 532 983 113 1068 565 157 749
321	SHAAUD	276	22	346 813 1182 528 104 39 559 703 798 970 1032 1174 807 806 673 114 770 722 1111 1173 486 477
458	STOAUD	276	27	276 444 93 557 1052 1139 406 709 620 207 367 168 9 114 771 841 821 849 1164 223 1161 1111
573	STOAUD	296	39	1144 913 522 431 1005 406 1176 245 247 518 1012 779 1045 543 1016 410 934 356 539 953 1117 477
91	SHAAUD	43	39	816 917 432 942 490 20 28 1008 887 921 383 570 509 1091 285 260 55 535 119 825 1035
98	CHSAUD	4	39	910 1013 133 22 403 409 179 19 209 124 1134 830 254 603 935 1074 4 1093 987 855 485
500	STOAUD	137	40	340 645 332 1000 551 1054 1059 148 709 248 71 1140 664 697 998 410 367 506 893 355 1160
659	SHAAUD	180	40	644 558 147 686 133 130 7 625 182 8 127 839 389 65 69 936 212 536 827 224 722
704	CHSAUD	318	40	443 854 740 623 405 408 758 371 653 880 204 699 544 364 365 783 163 1127 1046 1023 1114
65	SHA410	285	40	294 275 852 900 815 742 1056 145 681 89 86 246 615 320 655 661 123 1034 1159 1112
436	HLS109	297	40	292 528 859 1085 231 932 707 797 183 187 189 889 995 319 577 281 1083 307 1038 474
160	STOAUD	2	43	976 997 123 211 954 48 487
204	SHAAUD	54	9	1145 712 593 102 33 858 137 401 379 580 864 997 126 383 1107 909 303 565 41
239	SHAAUD	133	27	812 911 274 108 104 1081 234 374 589 615 510 516 753 779 666 410 922 497 781
295	SHAAUD	145	6	911 197 520 104 741 249 650 699 542 363 787 254 960 806 428 420 302 1161 1114
305	CHSAUD	67	6	337 1120 746 142 143 610 371 925 513 201 78 310 604 508 870 807 218 755 486
431	SHA410	317	6	448 94 97 239 680 375 794 1137 244 171 1126 366 785 860 897 219 1003 59 488
448	HLS109	163	6	812 736 523 1015 434 748 1055 944 131 378 373 184 938 73 805 314 360 761 475
298	SHAAUD	226	43	196 439 1000 742 1005 491 589 208 668 664 692 836 1174 968 283 671 261 115
386	SHAAUD	201	2	191 190 377 376 650 1088 205 769 921 832 259 670 55 985 429 1113 1163 487
669	CHSAUD	224	2	521 1025 95 552 514 126 411 508 169 894 648 1086 1001 151 153 1118 480 475
45	ESTW307	179	40	619 195 614 143 768 589 696 923 496 570 259 968 50 1164 399 958 472
50	CHSAUD	261	22	816 193 900 558 81 585 450 1110 324 995 416 579 574 1079 918 1036 609
115	SHA410	97	22	590 190 818 1057 131 829 702 84 206 255 212 989 223 726 155 399 638
399	HLS109	293	22	1183 297 905 1150 22 1136 881 1043 66 67 735 633 1104 896 737 728 483
583	SHAAUD	304	7	101 236 148 493 189 660 411 1138 381 505 464 1086 1072 1083 1121 532 153
108	CHSAUD	105	19	525 599 337 333 1 510 176 975 181 659 416 312 468 961 679 474
460	SHA410	71	19	342 233 684 657 1128 725 939 636 965 1153 1070 676 263 534 823 49
547	HLS109	8	19	343 810 106 741 742 230 1059 491 709 798 601 977 71 671 953 841
714	CHSAUD	67	16	813 1120 940 937 926 456 185 884 202 695 68 268 701 423 755 227
370	SHAAUD	318	14	718 717 39 401 86 246 510 174 72 868 412 1109 984 227 1115
565	CHSAUD	273	14	279 1067 91 148 660 1128 508 464 169 894 648 1001 720 153 42
24	SHA410	23	14	917 903 556 83 624 545 1181 497 784 632 761 674 156 476
29	CHSAUD	215	43	736 198 238 946 683 629 322 778 1181 1094 537 116 727 49
282	SHA410	122	43	714 193 433 92 490 1136 13 881 928 1031 111 301 847 489
546	CHSAUD	227	10	1103 1064 529 992 688 686 25 84 979 831 322 368 469 535
615	SHA410	134	10	192 277 623 704 705 89 659 203 415 161 961 807 1074 846
720	SHAAUD	95	0	
163	CHSAUD	82	0	
268	SHA410	54	4	1145 712 102 858 768 379 376 1089 321 923 383 113 478
323	HLS109	44	4	438 745 91 1058 144 85 15 2 414 776 602 898 823
445	ESTW307	88	4	446 101 22 1132 1131 1040 598 999 574 502 872 1023 48
457	SHAAUD	46	1	199 441 1066 625 66 162 678 675 987 771 225 399 749
576	CHSAUD	68	1	528 859 622 455 182 77 1041 769 868 860 762 56 853
614	SHA410	33	1	552 234 146 607 513 314 577 61 1108 1090 532 774 564
33	HLS109	212	10	449 447 80 78 8 991 312 503 282 989 116 737
69	ESTW307	62	10	712 1063 372 185 950 321 861 258 1107 357 422 958
106	SHA410	188	39	96 586 587 511 1047 697 968 908 1157 63 773 569
107	HLS109	296	14	444 431 235 1007 406 1032 1143 410 834 575 953 757
217	HLS109	146	1	1063 851 740 829 880 894 215 283 1037 723 635 483
360	ESTW307	124	1	276 742 89 540 310 839 214 676 827 1034 228 485
375	ESTW307	185	14	817 274 525 408 828 459 627 653 781 676 672 853
481	STO10	259	14	36 559 1057 617 516 1040 1138 1171 300 304 306 820
553	HLS105	85	14	448 103 867 200 780 732 802 1003 281 269 118 739
574	SHA410	85	2	643 438 237 792 450 16 1140 664 315 860 1094 982
684	HLS109	261	39	606 10 1044 8 787 1094 775 724 722 723 721 43
692	CHSAUD	330	7	331 1059 1028 625 787 939 734 1102 679 674 53 721
740	SHA410	159	7	1110 1123 837 250 1172 636 463 164 531 305 159 45
58	HLS109	157	15	342 430 140 886 1179 203 665 287 670 53 1024
64	ESTW307	107	15	810 551 230 949 601 998 164 893 988 841 821
72	STO10	21	15	744 396 451 14 996 498 786 675 150 49 955
96	CHSAUD	134	9	296 100 1080 1042 166 357 670 843 155 638 1163
211	SHA410	75	9	292 848 1098 933 869 1155 855 563 567 390 483
213	HLS109	282	9	341 279 521 640 237 990 382 1090 803 480 475
224	ESTW307	18	9	430 98 232 182 1088 663 366 504 502 165 213
341	STO10	257	9	34 743 25 1170 834 503 466 288 1021 158 481
355	HLS105	83	9	590 1017 492 453 124 1177 966 425 1039 754 224
433	HLS109	61	43	514 620 862 788 1154 264 849 569 390 608 634
462	STO10	238	1	1149 295 271 446 557 1052 922 367 855 849 390
476	HLS108	254	14	191 1156 1150 312 3 387 782 872 801 762 116
747	ESTW307	166	6	272 37 436 330 688 993 781 576 501 112 771
150	CHSAUD	276	3	346 557 620 168 807 429 821 722 1161 1111
267	SHA410	116	3	716 951 249 326 76 1042 121 782 1037 724
309	HLS109	300	7	346 591 443 747 143 139 21 456 677 391
347	ESTW307	19	7	902 907 439 857 375 658 1044 882 789 964
349	STO10	251	10	552 234 146 513 577 61 1090 532 774 564
352	HLS105	182	10	290 333 856 743 1071 266 986 112 485 955
363	HLS108	189	10	945 768 588 626 864 928 725 466 54 895
377	ESTW307	323	20	291 1014 134 799 959 168 890 1072 112 751
385	HLS109	245	2	606 902 28 933 708 601 970 461 56 820
411	ESTW307	56	2	292 1085 231 82 183 995 319 505 307 1038
416	STO10	169	2	88 799 310 388 168 1158 218 956 57 824
479	HLS105	329	2	717 240 1044 68 415 386 387 989 1165 1046
26	HLS108	113	2	197 273 495 517 414 1104 876 229 723
93	ESTW309	248	2	666 997 418 909 800 533 773 422 1068
121	STO16	41	2	1064 20 129 251 501 633 874 647 47
144	STO10	165	40	83 978 805 548 648 266 302 562 564
238	HLS109	232	3	275 517 79 1049 665 549 878 350 217
311	ESTW307	241	43	348 768 130 929 328 759 546 898 221
315	CHSAUD	232	27	105 33 1009 546 993 574 733 210 825
332	SHA410	112	27	277 818 796 247 178 838 1096 873 729
372	HLS109	39	27	1183 1162 1103 447 1120 22 66 766 728
484	ESTW307	30	27	1175 336 885 70 416 920 419 965 1034
487	STO10	78	43	1135 1053 406 791 838 506 355 772 1117
514	STO10	292	4	270 92 237 17 805 385 162 1153 154
590	SHA410	39	16	1175 592 1017 38 170 414 895 728 5
603	HLS109	85	16	859 941 655 544 315 367 860 1094 982
606	ESTW307	180	16	345 817 1014 852 667 160 963 873 763
19	ESTW307	160	19	1013 747 235 828 245 966 954 487
127	STO10	127	19	713 272 436 702 188 209 165 282
181	SHA410	18	17	106 555 394 203 311 1174 730 269
188	HLS109	39	17	292 932 189 889 319 505 281 474
235	ESTW307	195	17	348 435 744 494 79 1047 69 1036
236	STO10	74	27	109 613 951 130 492 658 833 774
243	STO10	75	6	1004 937 970 922 962 855 1027 483
319	HLS105	238	4	1149 558 1139 922 1155 806 1031 483
350	ESTW309	88	14	348 330 21 249 176 996 128 498
395	HLS108	241	4	194 902 452 1148 320 417 1154 59
429	ESTW309	296	4	1012 1074
437	STO16	132	4	30 641 437 550 791 832 1068 1163
675	HLL7	76	4	1060 188 202 546 868 961 1073 537
60	STO10	127	17	336 144 403 1170 888 468 215
118	HLS105	110	17	994 132 136 654 540 1096 878
123	HLS108	170	17	907 334 129 835 1073 534 225
147	HLS105	73	40	435 178 663 462 646 1068 634
155	STO16	195	14	1062 550 936 352 217 1036 150
439	HLS105	61	6	594 738 1025 656 324 313 537
442	HLS105	300	1	346 910 688 582 924 384 221
444	HLS105	75	27	933 937 509 1155 563 1027 483
459	HLS108	7	27	192 272 1051 1049 544 216 41
466	ESTW309	266	27	340 341 448 1016 254 503 934
488	STO10	267	7	1056 132 708 173 351 849 390
489	HLS105	43	7	811 31 404 886 697 1091 1117
536	HLS108	118	7	1150 616 317 780 802 1003 739
545	CHS101	228	4	717 916 857 684 628 264 701
577	ESTW307	196	3	1135 903 848 925 211 1169 283
581	STO16	254	27	454 255 1157 767 536 777 722
640	HLL7	27	27	298 431 6 1005 929 72 664
687	CHS101	43	27	1145 744 683 23 1084 1011 361
741	GST101	196	27	719 1018 241 964 800 309 749
21	HLS108	72	6	813 416 411 260 1127 728
128	ESTW309	87	6	1144 347 102 93 1176 666
129	ESTW309	118	10	1150 616 27 375 780 1003
134	STO16	160	10	718 906 1018 1008 207 698
184	HLS105	76	43	453 181 363 966 872 54
228	HLS108	237	43	349 392 627 253 983 639
290	STO10	153	16	711 294 1146 545 788 1097
312	HLS105	237	16	553 881 328 318 1154 898
325	HLL7	48	2	591 836 380 166 807 486
336	CHS101	28	2	912 693 776 385 679 1093
407	GST101	239	2	278 869 952 287 1151 1167
427	SHA412	320	27	643 612 1146 870 897 843
516	CHS104	194	27	402 703 189 928 256 980
611	HLL107	251	27	299 559 685 586 863 577
665	STO10	323	3	1182 238 374 240 785 561
711	GST101	320	4	715 592 844 1051 808 897
731	HLS105	228	19	194 99 1098 128 835 892
9	HLS108	281	19	446 1053 1082 451 996
22	ESTW309	122	19	714 433 1131 928 731
28	STO16	145	19	595 903 935 358 117
39	HLS108	317	40	1139 659 549 838 568
52	ESTW309	304	40	915 1061 553 703 175
79	STO16	14	6	196 900 952 461 463
87	HLL7	133	19	528 104 1004 406 922
111	HLS108	153	9	595 273 1 687 1075
149	HLS108	292	16	869 313 967 770 422
168	ESTW309	242	16	340 332 1059 248 998
251	STO10	230	20	526 333 941 547 560
318	HLS105	269	20	433 934 874 1155 1099
327	HLS108	98	20	888 769 967 1102 539
378	ESTW309	207	20	187 833 577 256 426
388	HLL7	15	14	1081 651 123 1095 567
440	CHS101	171	14	349 900 976 1126 389
495	GST101	29	14	866 207 311 356 119
532	SHA412	245	14	37 1099 772 849 1111
557	STO16	187	16	437 132 936 986 822
560	HLL7	54	16	994 1135 93 459 327
572	CHS101	267	16	145 681 661 361 1021
612	GST101	205	16	1061 703 515 175 464
628	SHA412	18	16	1062 450 323 356 488
660	CHS104	126	16	913 147 247 1140 953
721	SHA410	153	0	
746	HLS109	218	0	
3	ESTW307	99	0	
81	ESTW309	174	17	557 926 1177 874
84	STO16	143	17	1062 100 119 560
116	HLL7	52	17	1144 757 567 477
132	CHS101	320	17	197 1147 465 755
133	GST101	27	17	347 1063 142 218
277	SHA412	272	17	1051 1071 426 303
294	CHS104	-4	17	164
338	HLL107	199	17	1005 1176 779 1016
351	SHA217	325	17	406 518 1045 934
408	STO10	21	0	
432	HLS105	54	0	
467	HLS108	97	0	
483	ESTW307	218	22	854 2 695 956
492	ESTW309	101	0	
502	STO16	259	0	
528	STO10	282	22	271 803 151 42
535	ESTW307	174	39	1065 684 81 350
610	STO102	179	17	620 77 533 983
613	STO18	202	17	643 943 402 792
655	ESTW309	50	7	1144 913 1140 567
686	STO16	77	7	16 659 1146 1078
707	STO16	196	20	943 925 118 739
717	HLL7	182	20	511 76 263 262
718	CHS101	202	20	204 889 75 544
12	HLS105	68	15	681 732 1180
27	HLS108	151	15	201 677 1029
59	ESTW309	196	15	75 780 802
63	ESTW309	31	43	519 1043 1143
86	STO16	225	43	245 543 539
89	HLL7	159	43	645 741 183
90	CHS101	230	43	396 1133 560
100	SHA217	137	27	491 671 305
124	STO102	297	27	13 579 737
136	STO18	132	27	790 167 984
158	HLL7	71	0	
175	CHS101	166	0	
177	GST101	17	0	
180	WDS	48	17	592 704 17
199	HLS11	239	17	745 122 479
214	HLL6	241	17	711 1169 982
223	STO16	170	15	141 1071 222
256	HLL7	266	15	614 950 726
292	CHS101	316	15	242 603 720
324	HLL7	189	6	135 976 221
383	CHS101	255	6	664 697 1160
401	SHA412	14	4	1122 326 415
406	CHS104	317	4	346 94 785
409	HLL107	56	4	231 87 307
422	SHA217	226	4	816 431 798
438	HLL107	323	16	101 95 1050
443	SHA217	90	16	298 680 896
474	GST101	189	43	705 545 1078
477	SHA412	233	43	624 289 421
519	CHS104	141	43	1054 463 988
554	HLL107	19	43	616 384 1172
627	SHA217	112	43	438 223 220
630	GST101	69	20	645 71 506
662	SHA412	248	20	102 556 548
664	STO10	196	39	1002 828 739
732	HLS105	68	39	97 171 1179
4	HLS108	151	39	704 658
47	ESTW309	107	39	125 837
74	STO16	159	39	1083 46
99	HLS105	57	22	1005 1091
102	HLS108	90	22	794 568
140	ESTW309	311	22	751 563
169	STO16	160	22	598 600
197	HLL7	11	22	1019 289
205	CHS101	199	19	1005 1016
237	GST101	57	19	410 1117
240	STO102	329	16	446 790
244	STO18	320	16	715 643
260	GST101	153	6	665 352
269	WDS	255	16	949 159
275	HLS11	133	16	295 1139
283	HLL6	71	16	242 835
335	HLL112	281	16	1019 161
396	SHA412	330	0	
419	CHS104	53	0	
423	HLL107	225	0	
452	CHS104	330	14	642 186
463	HLL107	188	14	919 726
522	SHA217	199	14	949 893
533	STO102	320	14	1130 244
555	STO18	215	14	655 727
558	WDS	106	14	1085 995
579	HLL7	284	7	709 672
629	CHS101	104	7	334 822
689	GST101	36	7	15 572
734	SHA412	112	7	172 329
1	CHS104	239	7	63
5	HLL107	251	7	61
20	CHS104	272	20	1078
36	ESTW309	17	9	890
42	HLS105	185	3	124
51	HLS108	52	3	1144
53	ESTW309	36	3	154
68	STO16	180	3	607
77	CHS101	69	22	821
80	GST101	292	22	426
92	SHA412	-1	22	166
103	CHS104	126	22	913
110	HLL107	62	22	64
142	SHA217	141	22	949
145	STO102	233	22	90
161	STO16	226	40	798
165	HLL7	105	40	135
216	SHA217	159	0	
222	STO102	195	0	
249	STO18	133	0	
253	WDS	146	0	
259	HLS11	111	0	
263	HLL6	20	0	
276	HLL112	186	0	
281	OBS	110	0	
286	STO119	56	0	
310	STO102	199	4	159
342	HLL112	-7	17	1112
358	OBS	268	17	839
394	SHA412	77	19	711
410	CHS104	21	19	150
414	HLL107	141	19	1110
435	STO16	228	9	568
482	SHA217	294	19	186
494	STO102	139	19	373
496	HLL7	122	9	1038
498	STO18	68	19	415
501	WDS	137	19	355
503	HLS11	273	19	809
566	HLL6	226	19	208
605	HLL112	196	19	984
620	CHS101	71	9	74
624	OBS	284	19	637
641	GST101	196	9	118
666	SHA412	57	9	1117
673	CHS104	108	9	407
679	STO119	282	17	237
713	STO207	56	17	82
724	STO301	318	17	294
733	GST101	106	15	474
736	SHA412	311	15	583
17	CHS104	108	15	
31	STO18	151	22	
109	HLL107	104	15	
125	SHA217	-2	15	
131	STO102	329	15	
138	STO18	20	15	
170	WDS	-3	15	
194	HLS11	292	15	
241	HLL6	255	15	
302	WDS	192	22	
345	HLL112	171	15	
362	OBS	122	15	
543	STO119	239	15	
580	STO207	1	15	
587	STO301	304	15	
593	HLS11	20	22	
596	HLL201	30	15	
616	STO14	226	15	
621	ARTS8A	257	15	
656	ART15	-8	15	
