274	49
275	139
276	199
277	63
278	106
279	114
280	221
281	230
282	299
283	211
284	33
285	221
286	220
287	249
288	278
289	46
290	275
291	107
292	276
293	163
294	6
295	206
296	69
297	213
298	143
299	218
300	176
301	47
302	23
303	70
304	89
305	44
306	95
307	70
308	77
309	162
310	46
311	148
312	190
313	60
314	255
315	96
316	225
317	278
318	259
319	265
320	44
321	277
322	299
323	75
324	227
325	8
326	89
327	124
328	127
329	217
330	245
331	126
332	110
333	29
334	101
335	17
336	168
337	168
338	230
339	203
340	47
341	216
342	92
343	129
344	244
345	285
346	28
347	204
348	11
349	187
350	271
351	20
352	59
353	255
354	165
355	7
356	223
357	119
358	234
359	24
360	173
361	90
362	174
363	88
364	60
365	7
366	146
367	287
368	181
369	206
370	244
371	248
372	157
373	233
374	285
375	98
376	178
377	297
378	242
379	269
380	162
381	199
382	164
383	195
384	293
385	214
386	259
387	143
388	79
389	152
390	294
391	5
392	14
393	164
394	82
395	283
396	130
397	127
398	99
399	37
400	262
401	138
402	48
403	19
404	126
405	166
406	43
407	140
408	212
409	55
410	146
411	207
412	23
413	184
414	274
415	140
416	121
417	155
418	19
419	202
420	247
421	145
422	98
423	246
424	129
425	125
426	112
427	197
428	13
429	215
430	52
431	169
432	133
433	165
434	41
435	5
436	188
437	10
438	59
439	51
440	79
441	18
442	220
443	26
444	50
445	224
446	138
447	197
448	279
449	110
450	117
451	145
452	254
453	296
454	117
455	222
456	237
457	35
458	275
459	2
460	167
461	196
462	254
463	194
464	258
465	132
466	53
467	50
468	181
469	93
470	42
471	17
472	286
473	291
474	2
475	235
476	57
477	15
478	183
479	235
480	112
481	75
482	237
483	190
484	131
485	134
486	155
487	1
488	215
489	128
490	159
491	187
492	25
493	135
494	261
495	124
496	86
497	31
498	121
499	198
500	213
501	105
502	241
503	169
504	295
505	111
506	189
507	4
508	134
509	247
510	1
511	4
512	61
513	264
514	88
515	99
516	62
517	6
518	45
519	185
520	45
521	119
522	257
523	268
524	177
525	276
526	62
527	92
528	109
529	136
530	39
531	271
532	252
533	188
534	258
535	52
536	20
537	128
538	135
539	42
540	136
541	94
542	49
543	184
544	241
545	53
546	25
547	191
548	167
549	209
550	66
551	261
552	109
553	283
554	27
555	56
556	219
557	73
558	36
559	296
560	166
561	279
562	228
563	185
564	219
565	228
566	157
567	253
568	236
569	131
570	292
571	40
572	132
573	209
574	36
575	295
576	236
577	180
578	105
579	268
580	198
581	183
582	253
583	195
584	30
585	231
586	73
587	191
588	231
589	180
590	298
591	18
592	196
593	27
594	201
595	80
596	298
597	76
598	57
599	76
600	252
