Students	1300
136	203 102 272 285
137	120 230 66 268
138	215 63 253 167
139	192 147 48 42
140	128 232 283 140
141	290 79 18 103
142	89 298 241 287
143	9 58 107 269
144	221 45 174 87
145	85 217 103 121
146	26 138 141 212
147	96 246 63 45
148	29 234 300 185
149	105 120 136 185
150	60 140 58 5
151	266 40 24 284
152	61 102 83 35
153	291 69 97 171
154	196 171 147 130
155	69 7 278 263
156	102 54 267 119
157	254 97 182 255
158	153 13 269 277
159	15 234 247 146
160	238 187 5 72
161	122 119 265 286
162	218 131 105 247
163	150 20 97 145
164	299 65 117 18
165	2 157 176 19
166	76 283 78 134
167	90 95 59 116
168	186 199 297 293
169	147 299 28 194
170	82 220 67 222
171	246 67 261 278
172	3 151 23 67
173	63 206 192 233
174	42 264 215 275
175	140 210 142 136
176	61 257 146 135
177	259 102 207 131
178	181 66 222 288
179	100 80 27 91
180	253 28 207 45
181	252 251 67 264
182	242 169 139 276
183	269 137 28 249
184	121 300 12 273
185	185 285 35 179
186	275 273 102 176
187	231 125 199 250
188	242 245 73 227
189	22 40 277 267
190	83 70 24 147
191	236 31 103 297
192	281 231 169 152
193	296 66 145 10
194	18 65 31 282
195	42 133 200 225
196	102 254 247 123
197	197 289 118 28
198	297 75 203 261
199	235 38 40 115
200	263 206 157 159
201	264 239 247 197
202	262 101 43 201
203	109 276 295 22
204	44 272 193 176
205	233 74 69 28
206	293 194 300 105
207	106 190 173 78
208	278 67 279 101
209	42 241 260 27
210	181 270 202 190
211	43 53 100 190
212	293 33 226 183
213	102 87 76 161
214	89 244 83 255
215	85 79 161 151
216	260 297 256 179
217	291 284 276 18
218	167 88 221 227
219	46 233 143 112
220	243 26 152 11
221	209 234 35 225
222	8 29 293 195
223	210 246 200 8
224	172 137 296 113
225	25 294 98 269
226	151 48 37 100
227	16 285 57 126
228	273 98 19 90
229	102 224 228 69
230	245 284 266 51
231	47 117 65 212
232	222 161 2 13
233	17 212 103 172
234	269 84 239 161
235	125 124 72 103
236	77 169 244 74
237	54 68 128 66
238	155 66 115 236
239	116 158 19 233
240	110 300 32 100
241	256 202 156 116
242	38 259 237 271
243	52 188 231 262
244	236 49 48 220
245	54 223 25 259
246	288 65 264 225
247	10 121 4 186
248	92 238 207 153
249	3 211 79 77
250	112 102 109 197
251	99 55 12 145
252	284 4 125 83
253	18 180 269 268
254	282 105 56 92
255	79 37 7 138
256	10 123 143 218
257	14 59 262 192
258	75 275 170 32
259	283 129 172 263
260	59 65 100 175
261	204 86 245 24
262	76 1 58 210
263	292 119 185 86
264	162 98 120 26
265	295 185 232 224
266	53 229 119 251
267	137 199 254 50
268	226 201 28 5
269	108 260 30 40
270	97 154 112 167
271	22 1 106 62
272	157 219 189 176
273	228 105 141 149
274	189 84 252 15
275	182 24 26 55
276	131 39 191 97
277	2 292 88 198
278	250 1 196 126
279	193 236 35 248
280	282 170 243 96
281	177 62 41 88
282	113 230 110 250
283	101 36 282 44
284	12 141 39 147
285	138 43 2 83
286	119 189 250 253
287	132 218 69 35
288	221 70 135 213
289	191 265 156 58
290	130 284 77 264
291	5 162 239 217
292	134 263 130 289
293	204 249 107 16
294	206 61 107 45
295	143 46 196 227
296	274 127 40 262
297	97 194 159 223
298	297 246 141 139
299	283 263 133 251
300	85 143 215 76
301	246 273 98 262
302	235 119 255 215
303	15 174 206 169
304	130 197 39 169
305	240 235 298 292
306	236 106 135 29
307	182 238 148 239
308	203 279 205 111
309	210 57 157 61
310	54 1 265 51
311	258 203 232 129
312	135 11 259 67
313	14 92 23 18
314	128 132 139 133
315	63 239 38 58
316	180 134 264 175
317	53 127 275 223
318	22 236 136 30
319	179 257 246 92
320	112 199 215 185
321	40 122 274 39
322	58 219 269 279
323	294 246 195 24
324	82 220 201 24
325	268 104 287 163
326	86 109 222 216
327	170 3 172 214
328	82 81 222 175
329	30 49 261 228
330	231 220 15 178
331	223 66 99 284
332	55 125 80 279
333	285 54 189 290
334	131 203 171 9
335	255 167 86 28
336	153 208 110 2
337	1 5 174 137
338	230 276 194 79
339	186 10 291 47
340	112 123 272 283
341	52 288 35 245
342	158 43 271 133
343	119 18 262 67
344	145 288 20 185
345	129 78 180 96
346	59 142 84 256
347	44 53 17 6
348	154 46 203 272
349	187 121 41 138
350	204 141 209 289
351	28 196 192 268
352	273 248 196 68
353	146 196 197 248
354	156 273 45 224
355	164 144 52 106
356	158 80 241 199
357	277 208 285 275
358	3 25 243 100
359	12 239 222 267
360	159 187 35 41
361	144 119 156 223
362	120 41 230 202
363	1 133 246 8
364	220 37 14 31
365	182 261 79 78
366	132 211 7 259
367	286 298 37 51
368	70 58 81 139
369	291 58 135 176
370	248 236 221 257
371	299 168 170 203
372	265 289 159 106
373	44 203 234 244
374	184 278 83 215
375	235 36 152 5
376	136 56 131 291
377	4 249 114 1
378	5 1 47 198
379	16 285 68 219
380	187 212 228 29
381	198 164 260 23
382	208 173 264 273
383	265 299 206 174
384	218 119 221 150
385	90 251 3 153
386	281 134 208 150
387	18 76 299 161
388	88 59 137 9
389	111 128 193 272
390	126 230 281 196
391	172 135 26 247
392	222 194 186 78
393	138 192 298 256
394	122 44 261 200
395	129 170 83 137
396	190 152 72 201
397	257 93 233 180
398	172 161 53 137
399	68 28 240 12
400	116 118 21 198
401	248 178 200 137
402	238 262 178 58
403	55 294 129 228
404	104 159 247 280
405	280 279 1 289
406	180 229 84 191
407	199 209 241 254
408	171 289 138 17
409	297 169 260 66
410	50 208 276 42
411	82 270 25 275
412	239 287 38 55
413	143 100 257 283
414	288 156 209 135
415	31 171 2 285
416	121 105 157 80
417	152 198 63 35
418	146 79 170 215
419	225 196 164 264
420	98 19 227 89
421	199 274 34 96
422	220 127 157 114
423	38 157 192 6
424	78 40 298 92
425	90 193 95 32
426	75 106 226 250
427	63 265 237 230
428	192 257 125 74
429	42 91 129 294
430	287 132 265 10
431	73 247 136 102
432	49 299 111 279
433	68 143 148 264
434	39 23 224 142
435	17 67 154 260
436	27 199 202 184
437	216 211 68 54
438	208 93 47 143
439	211 83 171 24
440	100 106 107 95
441	164 117 269 33
442	109 219 150 15
443	229 235 282 207
444	177 183 286 116
445	54 190 209 242
446	211 204 94 149
447	271 114 77 168
448	135 115 247 61
449	13 28 76 179
450	38 121 88 196
451	235 237 238 29
452	137 296 89 86
453	52 292 92 187
454	189 43 195 246
455	226 63 154 64
456	261 102 66 1
457	53 263 12 207
458	264 243 215 92
459	39 60 77 183
460	36 97 164 59
461	8 238 27 293
462	173 100 168 85
463	269 117 182 72
464	160 64 199 147
465	68 154 153 271
466	98 146 269 67
467	24 4 49 81
468	198 31 218 244
469	88 263 80 22
470	24 64 260 49
471	132 286 99 121
472	251 225 146 95
473	14 241 148 269
474	163 136 82 84
475	296 138 54 276
476	7 246 31 136
477	157 37 61 277
478	100 3 272 299
479	291 74 187 290
480	66 221 264 279
481	189 146 46 127
482	46 232 59 108
483	271 48 70 121
484	102 41 244 85
485	299 283 233 191
486	171 92 16 214
487	150 51 4 283
488	231 217 50 252
489	42 146 248 113
490	3 78 42 5
491	140 142 108 137
492	97 193 205 41
493	245 198 263 145
494	69 163 137 243
495	267 134 33 66
496	255 188 84 139
497	129 185 217 183
498	222 290 73 7
499	45 147 246 49
500	30 24 148 108
501	164 90 255 10
502	231 68 167 53
503	202 3 183 130
504	167 249 26 50
505	278 187 174 102
506	222 173 20 200
507	259 23 72 237
508	94 81 147 12
509	187 241 164 74
510	110 148 270 38
511	25 160 88 204
512	83 6 19 300
513	4 64 183 279
514	253 50 181 43
515	156 162 171 1
516	68 139 96 271
517	259 141 102 168
518	215 209 152 227
519	81 259 33 265
520	150 202 180 130
521	226 167 210 283
522	122 74 33 159
523	8 122 126 2
524	109 189 257 143
525	153 55 178 149
526	150 170 77 46
527	55 229 259 91
528	107 226 148 156
529	125 239 95 277
530	77 195 59 248
531	67 242 68 17
532	32 43 139 269
533	113 243 45 91
534	286 124 248 275
535	210 171 296 208
536	133 14 22 6
537	98 12 191 151
538	4 205 212 180
539	77 295 228 261
540	251 129 42 291
541	157 119 71 31
542	17 261 193 158
543	115 51 279 176
544	119 214 155 300
545	158 99 125 73
546	89 28 270 207
547	274 119 150 131
548	18 4 29 275
549	6 170 117 21
550	270 209 117 9
551	143 262 186 75
552	204 142 241 106
553	227 36 15 223
554	95 100 116 152
555	111 293 103 216
556	14 149 68 103
557	84 201 244 32
558	184 42 163 173
559	172 190 167 231
560	59 300 252 247
561	74 216 117 162
562	100 190 115 126
563	270 279 51 227
564	136 294 2 266
565	133 52 224 171
566	143 103 131 80
567	141 40 290 233
568	24 296 69 282
569	253 73 227 80
570	154 108 219 212
571	7 220 221 192
572	144 113 84 30
573	100 236 84 150
574	192 83 107 253
575	220 68 171 96
576	93 106 69 135
577	275 162 209 172
578	188 58 62 184
579	175 202 134 273
580	2 57 145 9
581	148 245 43 256
582	288 233 63 217
583	129 82 142 121
584	154 55 105 201
585	187 185 283 99
586	51 175 185 287
587	87 163 135 251
588	74 55 225 2
589	230 82 298 91
590	150 22 49 249
591	170 237 179 188
592	173 237 29 100
593	289 11 34 178
594	104 12 51 254
595	49 282 176 28
596	118 151 134 38
597	287 65 188 298
598	34 126 266 243
599	217 2 80 157
600	144 146 127 107
601	47 248 186 250
602	122 204 198 295
603	141 200 208 96
604	237 211 183 289
605	14 246 215 262
606	209 71 230 7
607	110 229 108 297
608	267 159 87 28
609	251 106 92 285
610	272 185 270 1
611	170 225 224 27
612	24 64 241 292
613	152 210 148 6
614	164 98 216 273
615	110 84 170 117
616	6 212 273 159
617	170 211 94 166
618	94 186 289 138
619	53 176 106 234
620	261 219 260 33
621	39 287 269 140
622	106 191 293 47
623	54 84 73 243
624	68 47 49 281
625	47 10 198 295
626	153 179 210 252
627	197 208 30 241
628	122 8 29 42
629	289 145 213 31
630	99 17 136 69
631	80 296 109 280
632	260 242 194 146
633	98 130 11 197
634	196 108 17 58
635	193 166 69 230
636	224 205 95 53
637	242 294 50 11
638	289 242 39 214
639	47 144 21 24
640	274 8 271 96
641	42 224 107 37
642	285 62 193 248
643	206 32 58 5
644	279 83 112 277
645	226 72 158 1
646	265 244 292 294
647	221 276 99 262
648	249 283 90 172
649	242 276 145 132
650	231 236 40 174
651	91 101 155 21
652	199 132 160 29
653	96 41 37 89
654	116 212 267 64
655	36 50 24 278
656	23 260 77 87
657	214 84 202 237
658	274 62 292 138
659	165 133 1 122
660	91 179 191 267
661	117 217 21 244
662	66 216 79 298
663	3 17 138 228
664	12 221 18 122
665	144 100 236 273
666	157 90 180 77
667	162 116 164 132
668	39 255 60 12
669	103 14 28 218
670	79 201 269 113
671	193 109 255 297
672	133 164 45 245
673	226 138 25 189
674	122 100 260 297
675	166 299 186 208
676	167 266 207 199
677	20 144 173 278
678	102 9 148 205
679	69 10 285 277
680	148 98 258 101
681	209 40 8 90
682	121 81 23 135
683	225 67 293 9
684	75 178 112 105
685	191 211 192 281
686	267 283 159 286
687	288 286 152 256
688	12 27 239 99
689	9 190 29 5
690	172 73 277 182
691	157 92 149 64
692	134 211 161 117
693	15 259 160 166
694	30 115 154 223
695	232 275 80 270
696	276 34 300 138
697	181 155 210 238
698	231 254 206 116
699	284 14 117 22
700	98 296 157 213
701	176 40 132 179
702	172 50 176 120
703	213 244 190 23
704	140 195 281 129
705	216 258 284 166
706	154 142 114 12
707	33 156 122 20
708	234 38 244 17
709	59 83 113 224
710	161 84 105 51
711	94 138 169 299
712	199 185 246 64
713	199 232 247 123
714	197 81 107 195
715	231 203 165 236
716	26 249 205 272
717	89 213 221 272
718	20 16 102 211
719	204 172 63 237
720	142 220 215 85
721	283 201 70 223
722	96 44 248 69
723	264 94 234 260
724	2 188 273 184
725	183 188 290 262
726	194 219 119 170
727	121 250 195 247
728	186 1 96 238
729	246 125 174 184
730	112 249 286 131
731	289 75 253 236
732	268 25 92 124
733	182 256 3 30
734	120 216 34 40
735	146 138 184 226
736	107 185 267 103
737	200 75 236 201
738	86 48 293 57
739	52 157 131 172
740	168 282 5 239
741	77 288 270 201
742	140 27 229 222
743	21 239 288 63
744	294 187 198 20
745	127 278 166 124
746	157 214 121 215
747	200 87 219 218
748	13 83 161 117
749	113 205 80 198
750	103 143 70 113
751	195 268 248 7
752	142 186 163 274
753	125 154 200 203
754	121 236 249 88
755	278 35 243 170
756	265 289 161 14
757	38 128 280 68
758	200 248 64 53
759	58 18 143 158
760	201 127 116 203
761	216 268 34 10
762	249 245 8 54
763	189 201 96 1
764	176 140 121 5
765	224 131 219 160
766	267 163 104 161
767	139 168 227 99
768	194 185 178 26
769	167 174 135 294
770	95 18 71 209
771	156 286 131 177
772	48 144 94 24
773	75 216 211 78
774	247 81 92 6
775	153 69 239 19
776	108 85 37 287
777	272 152 259 175
778	215 165 204 48
779	19 228 148 265
780	35 20 50 207
781	191 276 22 197
782	206 1 187 104
783	177 140 184 287
784	23 125 15 56
785	33 259 29 66
786	295 284 233 16
787	276 198 260 228
788	43 281 115 176
789	78 229 219 58
790	66 240 192 289
791	10 23 147 118
792	118 203 142 231
793	195 55 290 171
794	120 25 211 158
795	159 38 60 243
796	145 249 217 106
797	247 74 270 110
798	255 248 215 290
799	193 154 53 288
800	202 101 139 48
801	35 1 7 44
802	192 191 12 69
803	135 194 112 221
804	163 34 285 102
805	73 200 87 177
806	297 178 21 298
807	111 8 158 258
808	26 292 281 166
809	266 1 63 297
810	76 222 139 246
811	111 245 106 18
812	110 143 210 45
813	274 230 270 216
814	16 57 164 231
815	135 57 266 234
816	192 150 223 286
817	297 273 280 251
818	64 287 158 109
819	244 213 126 17
820	290 70 148 74
821	17 198 294 254
822	169 208 137 98
823	250 160 30 18
824	157 2 55 8
825	132 226 130 68
826	88 280 250 34
827	298 116 34 180
828	10 150 176 252
829	103 248 247 287
830	221 16 98 163
831	278 200 166 276
832	142 193 295 228
833	54 290 12 195
834	3 59 233 229
835	154 53 236 105
836	242 178 298 26
837	129 38 108 138
838	39 40 110 61
839	287 97 290 238
840	215 165 187 31
841	229 181 92 11
842	160 182 15 16
843	160 190 141 225
844	95 208 242 7
845	241 159 300 263
846	294 297 154 26
847	290 115 225 208
848	297 136 73 227
849	93 240 37 267
850	48 296 106 159
851	230 171 66 148
852	69 110 196 200
853	69 113 181 21
854	240 41 261 148
855	262 22 226 237
856	252 156 246 124
857	233 135 210 227
858	12 148 151 47
859	218 145 10 30
860	221 286 200 185
861	47 68 104 298
862	197 8 163 98
863	137 52 194 219
864	268 5 233 85
865	257 296 166 125
866	241 233 50 54
867	211 79 49 288
868	24 6 216 136
869	44 186 189 272
870	131 163 278 83
871	279 200 59 286
872	132 141 267 202
873	45 135 56 30
874	268 283 287 109
875	109 94 188 128
876	281 129 153 189
877	217 6 129 207
878	276 105 128 77
879	205 95 136 89
880	110 269 242 53
881	193 132 9 104
882	252 212 112 281
883	137 164 14 169
884	108 142 54 168
885	269 218 277 241
886	22 250 36 187
887	140 40 131 293
888	65 147 2 199
889	194 205 218 195
890	33 13 274 43
891	135 283 96 211
892	237 38 253 51
893	152 35 188 207
894	38 34 213 71
895	55 151 253 106
896	228 34 36 288
897	56 111 257 262
898	263 7 107 197
899	287 296 116 37
900	17 31 190 56
901	190 140 53 21
902	171 290 163 40
903	236 41 267 272
904	71 242 125 228
905	66 114 284 102
906	244 152 82 199
907	300 94 121 179
908	10 130 234 85
909	203 53 209 113
910	267 286 231 185
911	299 5 284 296
912	150 26 184 181
913	219 32 96 83
914	270 87 293 189
915	93 171 265 285
916	111 32 71 162
917	198 249 77 260
918	172 65 54 99
919	98 246 99 248
920	162 164 126 138
921	94 118 93 52
922	225 54 104 86
923	64 8 100 51
924	273 77 93 224
925	56 190 287 251
926	258 130 56 235
927	287 99 259 100
928	259 78 124 112
929	203 28 92 153
930	273 143 32 93
931	174 127 249 149
932	60 121 262 12
933	182 211 22 156
934	226 140 145 249
935	264 105 192 43
936	83 143 203 210
937	178 218 50 124
938	211 121 294 71
939	98 167 26 21
940	194 75 169 105
941	268 225 250 28
942	231 58 250 179
943	268 177 151 135
944	159 44 215 127
945	238 230 132 206
946	10 281 81 12
947	2 31 151 166
948	237 156 167 62
949	201 173 80 109
950	290 294 169 118
951	269 13 231 28
952	107 211 57 17
953	86 12 296 221
954	217 179 102 289
955	288 54 198 100
956	63 103 106 113
957	288 295 198 170
958	208 112 50 13
959	4 109 195 131
960	114 203 266 186
961	195 215 123 268
962	252 188 154 7
963	151 46 244 204
964	172 215 29 239
965	37 152 249 189
966	131 185 63 5
967	215 277 147 120
968	181 155 61 220
969	132 254 190 166
970	37 265 222 220
971	47 254 139 87
972	145 285 118 142
973	162 216 235 169
974	81 240 47 177
975	187 90 244 170
976	219 236 184 97
977	19 181 58 283
978	176 158 170 107
979	269 57 265 93
980	114 296 55 27
981	95 224 238 120
982	67 188 137 262
983	92 10 211 276
984	9 71 179 68
985	146 47 21 113
986	114 188 159 33
987	44 71 214 164
988	193 37 75 100
989	70 164 107 289
990	74 94 58 260
991	297 71 38 244
992	296 118 47 100
993	36 289 277 249
994	196 7 170 69
995	153 214 170 130
996	191 177 3 161
997	21 146 45 12
998	290 89 23 34
999	221 134 280 219
1000	223 203 131 21
1001	138 197 114 228
1002	43 193 25 151
1003	270 155 202 31
1004	21 126 105 117
1005	164 142 58 44
1006	268 98 15 68
1007	66 261 253 288
1008	291 187 209 254
1009	83 25 63 285
1010	133 111 66 113
1011	88 160 210 207
1012	71 155 19 161
1013	228 182 204 180
1014	99 69 250 212
1015	9 269 207 196
1016	33 262 260 272
1017	270 196 127 261
1018	51 243 91 188
1019	53 283 17 86
1020	243 207 45 248
1021	292 127 285 91
1022	132 240 279 181
1023	281 91 136 235
1024	112 134 56 38
1025	46 177 225 14
1026	173 138 8 35
1027	77 143 78 298
1028	209 90 125 236
1029	83 65 33 240
1030	7 114 178 142
1031	201 207 162 132
1032	15 241 126 85
1033	107 146 299 280
1034	18 244 252 29
1035	275 44 233 188
1036	132 264 281 235
1037	181 294 232 26
1038	126 179 77 46
1039	193 198 256 14
1040	188 63 49 65
1041	297 221 252 229
1042	42 251 5 173
1043	266 290 276 163
1044	199 93 246 107
1045	185 129 145 203
1046	37 222 267 262
1047	65 53 34 281
1048	63 254 216 144
1049	126 86 142 285
1050	97 118 289 84
1051	203 38 74 28
1052	24 15 250 78
1053	286 194 73 120
1054	172 95 256 47
1055	278 205 289 242
1056	216 75 23 269
1057	89 81 199 135
1058	127 19 65 195
1059	69 46 293 61
1060	164 264 101 209
1061	102 238 218 147
1062	176 81 207 17
1063	54 130 102 164
1064	128 151 131 173
1065	299 285 214 198
1066	231 258 196 125
1067	94 159 282 178
1068	198 203 18 69
1069	16 131 179 120
1070	5 102 109 61
1071	295 162 182 289
1072	77 219 258 263
1073	223 164 239 84
1074	265 112 120 73
1075	51 91 161 34
1076	123 224 67 270
1077	81 291 152 263
1078	11 29 141 46
1079	35 73 288 263
1080	123 111 142 233
1081	243 112 65 222
1082	19 247 289 282
1083	266 46 62 214
1084	121 51 136 10
1085	230 191 60 237
1086	194 41 271 176
1087	99 276 185 23
1088	235 220 227 72
1089	95 262 5 170
1090	114 154 18 220
1091	300 133 285 166
1092	27 208 24 67
1093	141 194 94 70
1094	245 282 142 238
1095	1 85 76 208
1096	205 106 129 292
1097	58 283 159 88
1098	184 62 191 32
1099	258 218 98 213
1100	180 197 66 6
1101	117 263 77 101
1102	245 257 298 295
1103	243 104 68 123
1104	105 183 121 46
1105	210 44 90 107
1106	188 269 191 214
1107	62 76 151 19
1108	173 136 69 245
1109	127 213 240 115
1110	75 244 88 276
1111	257 173 16 27
1112	234 45 92 173
1113	30 80 268 157
1114	192 151 282 252
1115	153 276 244 226
1116	181 6 288 123
1117	144 126 230 193
1118	66 35 219 109
1119	248 233 203 74
1120	102 173 41 236
1121	278 206 37 82
1122	283 289 4 288
1123	159 62 102 246
1124	195 262 108 229
1125	156 206 114 142
1126	61 288 189 247
1127	177 63 295 277
1128	207 285 130 175
1129	112 47 44 220
1130	161 78 237 249
1131	185 181 298 128
1132	27 51 275 136
1133	279 211 228 52
1134	24 22 58 46
1135	249 124 30 130
1136	154 164 176 161
1137	84 108 294 177
1138	61 244 69 199
1139	80 290 197 75
1140	226 95 122 96
1141	225 115 19 31
1142	257 10 109 127
1143	39 82 288 147
1144	161 126 207 268
1145	80 263 265 153
1146	143 252 31 265
1147	116 239 139 166
1148	178 151 238 92
1149	46 227 160 163
1150	222 39 195 18
1151	236 190 61 105
1152	73 149 137 130
1153	283 49 173 24
1154	23 142 272 246
1155	5 40 266 38
1156	100 208 129 198
1157	254 165 227 221
1158	163 249 244 232
1159	23 280 139 162
1160	277 284 266 66
1161	184 255 62 74
1162	129 120 161 185
1163	108 246 220 21
1164	36 16 34 134
1165	64 140 295 104
1166	163 257 209 162
1167	29 237 64 181
1168	159 237 288 253
1169	217 238 28 151
1170	13 95 116 151
1171	168 186 152 55
1172	163 97 144 170
1173	151 169 129 5
1174	163 112 17 246
1175	178 267 21 56
1176	294 231 74 261
1177	67 184 191 105
1178	81 198 270 42
1179	38 193 152 91
1180	287 254 4 78
1181	197 234 67 218
1182	45 133 175 90
1183	231 28 258 33
1184	5 273 228 119
1185	108 28 121 117
1186	13 54 121 175
1187	200 20 146 44
1188	244 96 3 181
1189	136 158 13 170
1190	42 64 125 52
1191	31 154 208 296
1192	110 7 101 62
1193	131 15 108 54
1194	132 229 149 19
1195	116 278 225 295
1196	106 43 254 40
1197	289 125 175 153
1198	35 67 265 93
1199	280 250 265 267
1200	113 24 95 3
1201	277 87 185 20
1202	24 22 179 195
1203	212 129 276 197
1204	291 152 142 267
1205	8 9 37 244
1206	34 195 205 146
1207	184 200 206 61
1208	235 288 216 285
1209	139 101 155 86
1210	65 283 254 251
1211	154 229 77 79
1212	231 179 240 287
1213	41 136 268 55
1214	284 166 23 109
1215	209 278 121 7
1216	190 24 88 201
1217	166 111 74 190
1218	183 247 265 217
1219	151 6 67 270
1220	17 246 95 155
1221	194 264 168 179
1222	127 167 22 222
1223	300 2 45 286
1224	112 20 270 64
1225	31 147 171 13
1226	299 270 51 52
1227	270 121 230 253
1228	227 161 245 48
1229	296 147 108 271
1230	226 67 272 17
1231	44 24 60 94
1232	32 169 265 236
1233	207 300 282 48
1234	29 123 264 247
1235	46 293 170 45
1236	5 4 67 167
1237	190 282 8 263
1238	225 298 37 107
1239	232 183 31 140
1240	130 159 259 205
1241	96 267 142 53
1242	172 203 263 42
1243	27 97 236 141
1244	21 152 238 218
1245	214 101 116 84
1246	145 261 171 7
1247	211 199 82 160
1248	279 49 42 230
1249	170 292 63 122
1250	106 240 14 111
1251	90 275 19 240
1252	257 178 226 150
1253	110 201 282 226
1254	216 195 154 165
1255	126 177 232 106
1256	92 98 255 109
1257	126 240 201 195
1258	146 26 29 129
1259	101 130 246 122
1260	146 141 97 110
1261	295 120 183 111
1262	128 288 283 63
1263	35 265 163 108
1264	183 276 135 199
1265	187 102 14 85
1266	196 137 114 39
1267	148 170 270 100
1268	104 163 159 243
1269	231 32 257 271
1270	57 128 213 85
1271	87 98 138 124
1272	172 138 83 109
1273	57 164 47 34
1274	167 240 218 35
1275	21 289 294 66
1276	214 51 285 8
1277	203 21 251 34
1278	221 79 148 253
1279	39 204 142 79
1280	80 35 135 103
1281	294 229 231 86
1282	26 96 14 110
1283	295 207 251 63
1284	237 186 38 230
1285	267 196 242 69
1286	14 71 297 158
1287	163 170 241 159
1288	272 235 284 56
1289	106 251 270 142
1290	259 194 41 281
1291	124 45 44 86
1292	21 83 215 39
1293	202 134 296 240
1294	199 239 189 218
1295	25 33 135 296
1296	36 35 153 71
1297	39 176 150 63
1298	161 204 61 276
1299	265 116 264 226
1300	262 241 155 225
